Translated_Comment,Cleaned_Translated_Comment,Sentiment_Scores,Sentiment_Compound,Sentiment_Label
IVE PLAYED THESE GAMES BEFORE,ive played these games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive
Why something like this always coming from China?,why something like this always coming from china,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,Positive
I've been playing this game ahh year,ive been playing this game ahh year,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2023}",0.2023,Positive
China really out here making viruses like they're releasing new phone models HMPV Now with extra mutations,china really out here making viruses like theyre releasing new phone models hmpv now with extra mutations,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",0.3612,Positive
Just in time for trump,just in time for trump,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
They can track a viruses origins but not a drone,they can track a viruses origins but not a drone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Irish hospitals are full with â€œbad fluâ€ so Iâ€:trade_mark:d say itâ€:trade_mark:s everywhere,irish hospitals are full with âœbad fluâ so iâtrade_markd say itâtrade_marks everywhere,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
IVE PLAYED THESE GAMES BEFORE,ive played these games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive
Is like the nuero virus we have here in america,is like the nuero virus we have here in america,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,Positive
Here we go again ðŸ¤¦,here we go again ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Lockdown 2: the movie,lockdown 2 the movie,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"ima be SOOOOOOO mad if this happens while Iâ€:trade_mark:m out the us, this shitty hotel internet already pissing me offðŸ˜‚",ima be sooooooo mad if this happens while iâtrade_markm out the us this shitty hotel internet already pissing me offðÿ,"{'neg': 0.374, 'neu': 0.626, 'pos': 0.0, 'compound': -0.8793}",-0.8793,Negative
Wtth is the h for in meta pneumo virus????,wtth is the h for in meta pneumo virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Ahh Sh*t. Here we go again,ahh sht here we go again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
China Please donâ€:trade_mark:t play again,china please donâtrade_markt play again,"{'neg': 0.0, 'neu': 0.39, 'pos': 0.61, 'compound': 0.5719}",0.5719,Positive
Get this shit under control before I step in,get this shit under control before i step in,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
Close the airports PLEASE and cruises !,close the airports please and cruises,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,Positive
When we can't trust any media including yours how can you point your finger at China,when we cant trust any media including yours how can you point your finger at china,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4023}",-0.4023,Negative
 got the virus for sure Iâ€:trade_mark:m very ill,got the virus for sure iâtrade_markm very ill,"{'neg': 0.271, 'neu': 0.527, 'pos': 0.202, 'compound': -0.2006}",-0.2006,Negative
Here we go ðŸ˜:copyright:ðŸ˜:copyright:ðŸ˜:copyright:ðŸ˜:copyright:,here we go ðÿcopyrightðÿcopyrightðÿcopyrightðÿcopyright,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"I'm not going on lockdown, wearing a mask or getting a vaccine. Stop with your bs",im not going on lockdown wearing a mask or getting a vaccine stop with your bs,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
Crazy part is they announced it first. Ppl will not comply this time,crazy part is they announced it first ppl will not comply this time,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative
Good RFk Jr is out there lol,good rfk jr is out there lol,"{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.6908}",0.6908,Positive
Governments playing stealth wars again.,governments playing stealth wars again,"{'neg': 0.563, 'neu': 0.23, 'pos': 0.207, 'compound': -0.4767}",-0.4767,Negative
Extreme cold weather patterns are the cause. Will cease when the winter skips,extreme cold weather patterns are the cause will cease when the winter skips,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Humans are not just toys . Not again.,humans are not just toys not again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
""" IVE PLAYED THESE GAMES BEFORE "" ahh moment ðŸ’€ðŸ’€ðŸ’€",ive played these games before ahh moment ðÿðÿðÿ,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.34}",0.34,Positive
 played these games before!.,played these games before,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.34,Positive
 suspect that it might be another virus created by American laboratories targeting ChinaðŸ˜¢,suspect that it might be another virus created by american laboratories targeting chinaðÿ,"{'neg': 0.145, 'neu': 0.724, 'pos': 0.132, 'compound': -0.0516}",-0.0516,Negative
STOP IT   --- LEAVE humans alone we don't want more pandemics !,stop it leave humans alone we dont want more pandemics,"{'neg': 0.525, 'neu': 0.475, 'pos': 0.0, 'compound': -0.5606}",-0.5606,Negative
History repeats itself ðŸ’€,history repeats itself ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
The speak of an enemy,the speak of an enemy,"{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative
And so it beginsâ€¦,and so it beginsâ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Itâ€:trade_mark:s a never ending pandemic. So long as McDonaldâ€:trade_mark:s and Coca Cola remain in business, so will the pandemic remain in business as well.",itâtrade_marks a never ending pandemic so long as mcdonaldâtrade_marks and coca cola remain in business so will the pandemic remain in business as well,"{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.2732}",0.2732,Positive
Wait! I've played these games before!,wait ive played these games before,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.34}",0.34,Positive
Never had sore hips in my life 55 now and I know why now.,never had sore hips in my life 55 now and i know why now,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.2755}",0.2755,Positive
Itâ€:trade_mark:s time for the pharmaceutical companies and IRS to make more money on new vaccines.,itâtrade_marks time for the pharmaceutical companies and irs to make more money on new vaccines,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Travel the world in 8 days Jackie chan,travel the world in 8 days jackie chan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Fauci has been busy....?,fauci has been busy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Get your invincibility face masks ready,get your invincibility face masks ready,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,Positive
 GUESS IT TOOK A LITTLE LONGER THAN PLANNED. IT WAS PROBABLY MENT TO START IN THE FALL. SO IT COULD INTERFERE WITH THE ELECTION.,guess it took a little longer than planned it was probably ment to start in the fall so it could interfere with the election,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Weird this happened right after the mystery New Jersey Drone outbreak.,weird this happened right after the mystery new jersey drone outbreak,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.1779}",-0.1779,Negative
ive played these games before.,ive played these games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive
Psyop of sabotage by releasing bio hazard. It seem like it I hope am wrong,psyop of sabotage by releasing bio hazard it seem like it i hope am wrong,"{'neg': 0.284, 'neu': 0.48, 'pos': 0.236, 'compound': -0.2732}",-0.2732,Negative
"One more reason to block migrants. We are not doing another lockdown. I suffered 2 flus in 4 years, and I work in healthcare.  In san francisco, more people died of drug OD than Covid. Trying to push drugs and criminals through Mexico again.",one more reason to block migrants we are not doing another lockdown i suffered 2 flus in 4 years and i work in healthcare in san francisco more people died of drug od than covid trying to push drugs and criminals through mexico again,"{'neg': 0.258, 'neu': 0.742, 'pos': 0.0, 'compound': -0.9318}",-0.9318,Negative
Biological warfare,biological warfare,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
Fake news,fake news,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
History replaying itself,history replaying itself,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Of course it is!! Just in time for the Trump Jan 20 change over! ðŸ:trade_mark:„,of course it is just in time for the trump jan 20 change over ðÿtrade_mark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Quit dumping these viruses on usðŸ˜:registered:ðŸ˜:registered:ðŸ˜:registered:ðŸ˜:registered:,quit dumping these viruses on usðÿregisteredðÿregisteredðÿregisteredðÿregistered,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative
Can we trust everything that comes out of the American media?,can we trust everything that comes out of the american media,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5106}",0.5106,Positive
Why does she report this in such a happy tone? How bizarre.,why does she report this in such a happy tone how bizarre,"{'neg': 0.144, 'neu': 0.625, 'pos': 0.231, 'compound': 0.34}",0.34,Positive
Why does she report this in such a happy tone? How bizarre.,why does she report this in such a happy tone how bizarre,"{'neg': 0.144, 'neu': 0.625, 'pos': 0.231, 'compound': 0.34}",0.34,Positive
*HERE WE GO AGAIN* ðŸ‘€ they kept some virus from Wuhan Lab.,here we go again ðÿ they kept some virus from wuhan lab,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Why now?! I just started in my best years. I only get like 5 years of this experience,why now i just started in my best years i only get like 5 years of this experience,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.7717}",0.7717,Positive
Season 2,season 2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Here we go again, fool me once shame on you, fool me twice shame on me.",here we go again fool me once shame on you fool me twice shame on me,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.9001}",-0.9001,Negative
"Bird flu is infecting humans now, too. This is horrificâ€¦ ðŸ˜¢ Why is it always originating from Chinaâ€¦ Too many people over there and too much of them experimenting with viruses in labs???? Damn.",bird flu is infecting humans now too this is horrificâ ðÿ why is it always originating from chinaâ too many people over there and too much of them experimenting with viruses in labs damn,"{'neg': 0.142, 'neu': 0.858, 'pos': 0.0, 'compound': -0.6486}",-0.6486,Negative
It originated from Japan in December. Global travelling is increasing the spread rate.,it originated from japan in december global travelling is increasing the spread rate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"There is always a cause for concern when so many people catch it, that it overloads the hospitals.",there is always a cause for concern when so many people catch it that it overloads the hospitals,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Another one ðŸ˜‚,another one ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Trump is going to stop travel to and from China,trump is going to stop travel to and from china,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
"That is not a new virus. During the pandemic for instance, this virus was present and found when screening for covid",that is not a new virus during the pandemic for instance this virus was present and found when screening for covid,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"This is utter clickbait and/or propaganda (haven't looked at disposition of channel).  It's always the uneducated ones that buy into it, guess it's easier to blame someone else when your life sucks.  It is Flu season and things are normal.",this is utter clickbait andor propaganda havent looked at disposition of channel its always the uneducated ones that buy into it guess its easier to blame someone else when your life sucks it is flu season and things are normal,"{'neg': 0.205, 'neu': 0.736, 'pos': 0.059, 'compound': -0.7152}",-0.7152,Negative
Don't worry. They already have a vaccine for it.  ðŸ˜‚,dont worry they already have a vaccine for it ðÿ,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.3412}",0.3412,Positive
IVE PLAYED THESE GAMES BEFORE,ive played these games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive
Covid/Trump 2.0,covidtrump 20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Like we can believe everything that comes out of the woke western MSM?,like we can believe everything that comes out of the woke western msm,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",0.3612,Positive
"the same china playbook as before now with new chems , notice how the name of the virus stats with meta from the metaverse.",the same china playbook as before now with new chems notice how the name of the virus stats with meta from the metaverse,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Whyâ€:trade_mark:s this always happen in China???,whyâtrade_marks this always happen in china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Trump gets elected and another big virus outbreak happens what are the odds,trump gets elected and another big virus outbreak happens what are the odds,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
 new vaccine will be created another company will make 3 more billions of dollars.,new vaccine will be created another company will make 3 more billions of dollars,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.25}",0.25,Positive
"Remember guys, knowingly sending infected organisms into another country is bio warfare and an act of war especially if the organisms sent over are humans!",remember guys knowingly sending infected organisms into another country is bio warfare and an act of war especially if the organisms sent over are humans,"{'neg': 0.297, 'neu': 0.703, 'pos': 0.0, 'compound': -0.8519}",-0.8519,Negative
Great ðŸ˜·,great ðÿ,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,Positive
"Uhâ€¦ South African expat here who lives and works in Shanghaiâ€¦ where the hell is this supposed super virus? Because I havenâ€:trade_mark:t seen or heard anything about it? The schools are still open and itâ€:trade_mark:s pretty much business as usual. Please, for the love of God, do not start to incite another panic. I beg you.",uhâ south african expat here who lives and works in shanghaiâ where the hell is this supposed super virus because i havenâtrade_markt seen or heard anything about it the schools are still open and itâtrade_marks pretty much business as usual please for the love of god do not start to incite another panic i beg you,"{'neg': 0.109, 'neu': 0.675, 'pos': 0.216, 'compound': 0.7783}",0.7783,Positive
Ugh. Can we like.. just not?,ugh can we like just not,"{'neg': 0.301, 'neu': 0.43, 'pos': 0.269, 'compound': -0.0772}",-0.0772,Negative
Dejvu! Come on news nation I thought you were better than this.,dejvu come on news nation i thought you were better than this,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.4404,Positive
Iâ€:trade_mark:ve played these games before,iâtrade_markve played these games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive
Can't wait to wear 5 mask on ðŸ‘Ž,cant wait to wear 5 mask on ðÿž,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"China's economy is in trouble, I bet the CCP would love to bring everyone else down too like last time. Close borders to their citizens no exceptions.",chinas economy is in trouble i bet the ccp would love to bring everyone else down too like last time close borders to their citizens no exceptions,"{'neg': 0.142, 'neu': 0.665, 'pos': 0.194, 'compound': 0.4215}",0.4215,Positive
Here we go again.  Election year sickness.,here we go again election year sickness,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
CDC is going to starting coning up with Lies,cdc is going to starting coning up with lies,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
Thanks for the fake news ðŸ:trade_mark:,thanks for the fake news ðÿtrade_mark,"{'neg': 0.31, 'neu': 0.4, 'pos': 0.29, 'compound': -0.0516}",-0.0516,Negative
"Mf in 2020: ""I've played these games before""",mf in 2020 ive played these games before,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.34}",0.34,Positive
Here we go again .   ðŸ˜¢,here we go again ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
As soon Trump got back in power this BS happens.,as soon trump got back in power this bs happens,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Pretty sure I have it right now in NY,pretty sure i have it right now in ny,"{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.6705}",0.6705,Positive
Lemme get my money ready ...,lemme get my money ready,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,Positive
Shit itâ€:trade_mark:s about to be 2020 all over againâ€¦.,shit itâtrade_marks about to be 2020 all over againâ,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
Stop the Flights from Overseas.,stop the flights from overseas,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
"China again,  what's wrong with that country???",china again whats wrong with that country,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
"We won't comply that easily this time, we've learnt our lesson last time, DON'T TRUST MSM, CDC, WHO, GATES, GOVERNMENT & PHARMA.",we wont comply that easily this time weve learnt our lesson last time dont trust msm cdc who gates government pharma,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.5773}",-0.5773,Negative
It's just China thinning their population again.,its just china thinning their population again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Why is that whenever Trump comes to power a virus breaks out?ðŸ¤”,why is that whenever trump comes to power a virus breaks outðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"They did â€œmonitoring â€œ last time ether, wear mask, not wear mask ðŸ˜:copyright:",they did âœmonitoring âœ last time ether wear mask not wear mask ðÿcopyright,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
That was funny as hell when he criticized Chinese state TV. I haven't laughed like that in a long time. That's the pot calling the kettle black isn't it? I bet the pharmaceutical companies are working on it. Watch the sheep line up again. You have to laugh about it otherwise we'll go insane.,that was funny as hell when he criticized chinese state tv i havent laughed like that in a long time thats the pot calling the kettle black isnt it i bet the pharmaceutical companies are working on it watch the sheep line up again you have to laugh about it otherwise well go insane,"{'neg': 0.209, 'neu': 0.667, 'pos': 0.125, 'compound': -0.6994}",-0.6994,Negative
Season 2,season 2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"â€œWe canâ€:trade_mark:t fully trust everything that comes out of the Chinese media.â€  Ah, so theyâ€:trade_mark:re just like the media in the US then.  Got it.",âœwe canâtrade_markt fully trust everything that comes out of the chinese mediaâ ah so theyâtrade_markre just like the media in the us then got it,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.7474}",0.7474,Positive
Fake news.. another guy is going around taking videos of the hospitals and theres no outbreak.. dissapointed that News Nation is trying to promote fear,fake news another guy is going around taking videos of the hospitals and theres no outbreak dissapointed that news nation is trying to promote fear,"{'neg': 0.265, 'neu': 0.654, 'pos': 0.081, 'compound': -0.7096}",-0.7096,Negative
Just in time for a shut down here just before Trump's inoguration?,just in time for a shut down here just before trumps inoguration,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Not another china -virus ! ðŸ:trade_mark:„,not another china virus ðÿtrade_mark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
ok. donâ€:trade_mark:t panic and do not com 3ply toilet paper â¤,ok donâtrade_markt panic and do not com 3ply toilet paper â,"{'neg': 0.228, 'neu': 0.621, 'pos': 0.152, 'compound': -0.2732}",-0.2732,Negative
 have played these games before !!!,have played these games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive
The bat was brought in for questioning....,the bat was brought in for questioning,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.1027}",-0.1027,Negative
This is the test run to see public reaction.,this is the test run to see public reaction,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Brought to you by the fine folks at the WEF/WHO,brought to you by the fine folks at the wefwho,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}",0.2023,Positive
"This is so stupid. There is no vaccine for curing stupid. It's only minor cough and allergy like symptoms.   Seriously, do ""they"" really expect us to never use our immune system and rely on only medicine and vaccines to cure everything?",this is so stupid there is no vaccine for curing stupid its only minor cough and allergy like symptoms seriously do they really expect us to never use our immune system and rely on only medicine and vaccines to cure everything,"{'neg': 0.265, 'neu': 0.686, 'pos': 0.049, 'compound': -0.8766}",-0.8766,Negative
I'm fairly certain China used COVID to stop the uprising in Hong Kong and they had no idea it would spread and mutate the way it did..,im fairly certain china used covid to stop the uprising in hong kong and they had no idea it would spread and mutate the way it did,"{'neg': 0.144, 'neu': 0.787, 'pos': 0.069, 'compound': -0.3182}",-0.3182,Negative
WE ARE NOT DOING THIS AGAIN!,we are not doing this again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
THE COVID ISN'T OVER CHINA OF COURSE IT WILL BE IN LOUISIANA IN NEXT,the covid isnt over china of course it will be in louisiana in next,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
We can't trust any media.,we cant trust any media,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4023}",-0.4023,Negative
Gates funded this through gain of function. 9.5 million to be exact,gates funded this through gain of function 95 million to be exact,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5267}",0.5267,Positive
COVID 2.0 is not going to happen again.,covid 20 is not going to happen again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Do not fully trust them PLEASE ðŸ:trade_mark:,do not fully trust them please ðÿtrade_mark,"{'neg': 0.278, 'neu': 0.477, 'pos': 0.245, 'compound': -0.0913}",-0.0913,Negative
"Hmpv is a very common cold anyone can Google that, letâ€:trade_mark:s not go down this road again",hmpv is a very common cold anyone can google that letâtrade_marks not go down this road again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Here we go againâ€¦,here we go againâ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Can't trust anything from China  period,cant trust anything from china period,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4023}",-0.4023,Negative
it's not our first rodeo,its not our first rodeo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Fool me once . . .,fool me once,"{'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative
Not falling for that again !,not falling for that again,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.1139}",0.1139,Positive
Props to Brian for calling out the Chinese State Media and that they can't be trusted to give accurate information!!!ðŸ‘,props to brian for calling out the chinese state media and that they cant be trusted to give accurate informationðÿ,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.3724}",-0.3724,Negative
Oh hell no!!! This is COVID 2.0 ðŸ¤¦ðŸ»â€â:trade_mark:‚ï¸,oh hell no this is covid 20 ðÿðÿââtrade_markï,"{'neg': 0.531, 'neu': 0.469, 'pos': 0.0, 'compound': -0.7783}",-0.7783,Negative
So Trump takes office soon and Another virus starts up ðŸ§,so trump takes office soon and another virus starts up ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
This news is days late.,this news is days late,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Here we go again,here we go again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
yall didnâ€:trade_mark:t learn your lesson last time on eating bats and dangerous animals?ðŸ’€ ðŸ:trade_mark:,yall didnâtrade_markt learn your lesson last time on eating bats and dangerous animalsðÿ ðÿtrade_mark,"{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
Mysterious or are they experimenting with these viruses,mysterious or are they experimenting with these viruses,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Doctors for every disease: -Cold Symptoms  -Fever -Runny nose   You guess what you got :D,doctors for every disease cold symptoms fever runny nose you guess what you got d,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Get that fear views boost, Media. Get that schmoney.",get that fear views boost media get that schmoney,"{'neg': 0.248, 'neu': 0.543, 'pos': 0.209, 'compound': -0.128}",-0.128,Negative
Are you gonna try to convince us that we all need to hide and take poison shots again? Gov really messed up last time around. They will never be believed again even if they're telling the truth,are you gonna try to convince us that we all need to hide and take poison shots again gov really messed up last time around they will never be believed again even if theyre telling the truth,"{'neg': 0.179, 'neu': 0.724, 'pos': 0.097, 'compound': -0.5563}",-0.5563,Negative
"Well companies are wanting RTO 5 days a week, so this won't work. LOL.",well companies are wanting rto 5 days a week so this wont work lol,"{'neg': 0.142, 'neu': 0.73, 'pos': 0.128, 'compound': -0.0598}",-0.0598,Negative
"Don't worry, everyone. It'll take only 14 days to flatten the curve. I mean, that's what? Only . . . like . . .  two weeks of your life?",dont worry everyone itll take only 14 days to flatten the curve i mean thats what only like two weeks of your life,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.6002}",0.6002,Positive
"""WE MUST TRAVEL NOW , EVERYONE GET IN PLANE. """,we must travel now everyone get in plane,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
It's NOT a mystery virus. The Chinese government knows where it comes from....,its not a mystery virus the chinese government knows where it comes from,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Do not comply. They will try to lock us up again. Force vcines and steal Trillions.,do not comply they will try to lock us up again force vcines and steal trillions,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negative
"HMPV is not new, its been around for a while. Typical scare tactics",hmpv is not new its been around for a while typical scare tactics,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negative
Let me Guess no borders closed traveling is still permitted? Is it to make sure that the world is infected.....stay safe stay in your own countries,let me guess no borders closed traveling is still permitted is it to make sure that the world is infectedstay safe stay in your own countries,"{'neg': 0.072, 'neu': 0.757, 'pos': 0.171, 'compound': 0.4588}",0.4588,Positive
