Cleaned_Translated_Comment,VADER_Sentiment,Label_Encoded_Sentiment
here we go again just in time for the inauguration,Neutral,1
here comes the bullshit,Negative,0
not bats this time what the hell was this time,Negative,0
hospitals are at breaking point in the uk and are implementing critical measures the chinese are at it again,Negative,0
the conspiracy theorists dutifully spring to attention now oh wow,Positive,2
been spreading for atleast 2 weeks all planes to china should have been shut down until further notice but mainstream silent to late a holes,Neutral,1
hmpv is not mysterious it has been around for decades no need to worry its just clickbait for the news agencies,Negative,0
remember this is found first in china,Neutral,1
oh not china again not to be trusted,Negative,0
no just dont the media made it 100 times worse last time with covid so newsnation shame on you,Negative,0
im sorry but this news brief provided absolutely no useful information regarding this virus whatsoever,Positive,2
fear aint cutting it anymore thats why their is an uptick in fearmongering,Negative,0
do not let them get you fearful take care of yourself and live your life,Neutral,1
biden needs to bring back the mask mandates right now we have been through this before and we know that masks saves lives my 85yr young grandma would die from this hmpv were still all in this together,Negative,0
right ban all flights out of that place now,Negative,0
im not surprised but whats going on still its not over since five years ago to present,Negative,0
what lab released it this time trump already won little late,Positive,2
im not going after newsnation the timing of china releasing cases of these hospitalizations is uncanny hmpv has been around since 2001 its a cousin to other common viruses china is trying to throw the world back into a massive panic right before dodo head gets sworn in im more worried about him than hmpv,Negative,0
we will not comply,Neutral,1
ah sht here we go again,Neutral,1
oh ofcourse this kind of bs will happen soon as trump is about to take officethe last coronavirus was complete bs its still in the air we breath and we aint dying from it,Neutral,1
seem to be caught in a time loop can we not do this again,Neutral,1
mistery virus nope its not a new virus,Neutral,1
get out i will not comply,Neutral,1
this is all to destroy trumps presidency despicable,Negative,0
what is going on over there,Neutral,1
oh great ,Positive,2
timing of this,Neutral,1
i have this virus right now im in south africa ,Neutral,1
i hope i will claim wfh hope even that happen pandemic again god be with us,Positive,2
the second great virus war began from now ,Positive,2
please chinese people  please stop eating any kind of meats,Positive,2
season 2 hiphop  very dangerous,Negative,0
chapter 2,Neutral,1
tump stop this crazy chinese country,Negative,0
i am so sick of china supporting countries who do harm to westerners who threaten small countries who spread virus all over world and just is a country the civilized world can do with out for sure long live taiwan ,Negative,0
virus  never stops spreading im tried of it,Positive,2
the only country in the world producing deadly virus  china,Neutral,1
it is a domestic indian psy op,Neutral,1
chicoms are responsible,Positive,2
they eat all types of animals and insects so typing,Neutral,1
to remove our human rights,Neutral,1
all started at china,Neutral,1
after 5 years since covid19 covid19 presents hmpv coronavirus season 2,Neutral,1
this kind of stupid video is good for stupid haters brainwashingbrainwashing this is what western world doing everyday this is teh reason why your countries are falling apart god knows,Negative,0
use an old picture of people who wear mask shame on you no people wear mask in china now we are a team of people who are back from china in 2 days ago we are stayed in china 15 days street full of people shopping eating etc no outbreak of virus1 shame on western media doing dirty things to smear chian shame on you alll god knows what you are doing,Negative,0
stupid people trust netagive news as always haters western media lies smear china shame on all thos people god know you are evil,Negative,0
smear china is your job shame on you all you are evil mediagod knows,Negative,0
hey indian media stop giving fake news stop jealous of your prosperous neighbour country when your own country is poor like hell dont be like a snake when youre a human being this is why your country never be prosperous forever i bet on you,Negative,0
what a coincidence that covid came from china then it was going to come again in 2022 but since many were expecting it well hold it instead b4 suspecting it the it comes from china again but this time called differently already with a name knowing what to do exactly n supposedly it used to be from ages ago hmmm what a coincidence so since every lil single thing comes from china when are you gonna send someone from your end to get us sick to come get the world since youre so stingy n wanna take over,Negative,0
we wont get fooled again,Positive,2
all the information on hmpv looks exactly the same as the information shared on covid19 during its initial days i think another pandemic is spreading and somehow at each spread we would get deja vu feeling but media and government will try to assure us that theres nothing to worry about,Positive,2
another game plan just like covid,Positive,2
close the airoport,Neutral,1
weird all the indian media is pushing out this news while you cant find this on bbc or cnn raw is overspending ,Negative,0
i am in china but their is no any emergency  alert,Negative,0
chat were cooked ,Neutral,1
close down country,Neutral,1
remember how bad you did in 20202023 i saw lots of racist people you ignorant sheeps,Negative,0
cooked again,Neutral,1
stop international travel to and from end of story,Negative,0
just stop with the lies fear mongering ,Negative,0
bullshit tell us the reason billy gates needs money with new vaccination for me and my family no vax,Negative,0
train to busan 2,Neutral,1
damn we getting a sequel to the china virus ,Negative,0
check the airquality pls,Positive,2
that is strange china always coming up with these pandemic viruses sounds like something bigger happening here sounds like its intentionally done,Positive,2
these chinese idiots cant live without eating dogs and cats stop it,Negative,0
guys i think this virus comefrom usa and not china ,Neutral,1
none of the chinese news is showing about hmpv kindly give a reference of their news channel and latest news paper of china,Positive,2
who is sleeping they r silent y,Neutral,1
im embarrassed for the place where this scaremongering is coming out from please cut it out,Negative,0
china will always have new year gift ,Positive,2
antivirus come again after 5 years,Neutral,1
here we fucking go again,Neutral,1
this mf indian media spreading false news every where  jealousy another level,Negative,0
im from the philippines why india onlyv report the hmpv virus the other mass media notcrepirting the virus coning from china this is true ir not this a fake news alarming al over the world,Positive,2
this is the reason im always coughing,Neutral,1
its funny millions of years and all of a sudden we got all these mutated viruses that probably would not have happened if these nuts wouldnt be doing stuff to them to change them this in my opinion is done on purpose,Positive,2
virus again trump again what goes around comes around,Neutral,1
only indians reporting and spreading this fake news the rest are not interested ,Negative,0
my exams are coming waiting for season 2,Neutral,1
what did yall eat now registered bigbacks,Neutral,1
i fuckin hate china,Negative,0
less go lockdown,Neutral,1
come on china again,Neutral,1
human metapneumovirus hmpv or hmpv is a negativesense singlestranded rna virus of the family pneumoviridae1 and is closely related to the avian metapneumovirus ampv subgroup c it was isolated for the first time in 2001 in the netherlands by using the rappcr rna arbitrarily primed pcr technique for identification of unknown viruses growing in cultured cells2 as of 2016 it was the second most common cause after respiratory syncytial virus rsv of acute respiratory tract illness in otherwisehealthy children under the age of 5 in a large us outpatient clinic3 human metapneumovirus,Negative,0
thenamibian,Neutral,1
people do your research on the new self replicating mrna vaccine that has been tested in japanits not looking good,Negative,0
season 2 is crazy,Negative,0
oh no covid 20 cant we use virophages,Negative,0
discovered twenty years ago or made twenty years ago,Neutral,1
not again what is wrong with china ,Negative,0
yep they will let it spread worldwide again so they can gain profits once more from vaccines people never learn,Positive,2
time for season 2 yall,Neutral,1
yes yes yescovid19 season 2 gaming era is coming back,Positive,2
it has been in the uk from november seem to get worse in the middle of december i have had it now for almost 3 weeks but i am starting to feel fine again it was not pleasant lots of people in my work have been sick with it lots of people in my area have been sick with it lots of them needed antibiotics because of a chest infection i have had bronchitis as a result of it luckily enough they never turned to pneumonia just needed plenty of rest and water,Negative,0
this all because of theirs food habit,Neutral,1
because of donald trump and economic war,Negative,0
they released a new virus all i know is if a new pandemic hits the usa elites are going to be held accountable,Neutral,1
they eat everything that moves so as expected ,Neutral,1
again can you please stop eating dogs cats and bats please ,Positive,2
season 2 as always directed by china,Neutral,1
its not virus but a hybridof bacteria n virusdone in a labits notharmonicalit wont last longkhalki alxdr,Neutral,1
i dont like china but i like lockdown bcz of corona,Negative,0
too late my friends neighbour who is chinese frequently goes back and from from uk to china,Positive,2
season 2 about go crazy ,Negative,0
what can u expect from st eating chinese dont let them into india,Neutral,1
indians being overly dramatic again,Neutral,1
why do they always orginate in china,Neutral,1
around the world just notice what the chinese citizens living in your country is stock piling they may have knowledge earlier than anybody else about this,Neutral,1
in a highly vaccinated population this is a problem,Negative,0
they eat everything thats why ,Neutral,1
at this point china just playing plug inc in real life,Positive,2
fake news pharma industries spreading,Negative,0
this wouldnt have anything to do with the uss new president being sworn in they always time it just right,Neutral,1
another china made virus,Neutral,1
trash ,Neutral,1
here we go with season 2,Neutral,1
in which city of china it is,Neutral,1
this virus has been around since 2001 first detected in netherland it is already present in most countries there are many you tube postings you can view with comments from experts medical professors doctors etc so watch them before you jump to conclusion,Neutral,1
china virus number two its called china virus because it comes from china,Positive,2
no nononono im not dealing with this virus again hell no,Negative,0
this happens because of their gross food,Negative,0
they are eating the dogs they are eating the cats,Neutral,1
meanwhile in philippines relax,Positive,2
they live on top of themselves and with their animals and in close contact,Positive,2
yes we need more vacines  another game has been started it was predictd by bill gates that it will start in 25 how nice right,Positive,2
bill gates and friends were in belgium 2022 with a plan against catastrophic contagion which was published by john hopkins university with a disease called seers 2025 which will mostly affect children they told us the year it was gonna happen,Negative,0
here the season 2,Neutral,1
american cia is spreading virus again in china to insult china worldwide and destroy chinese economy but british slavesghulam indians dont know this american cia dirty political games to destroy chinese image worldwide now,Negative,0
at least this one didnt come from a lab but still china again just stop all airports from having flights to china and back btw its just january 3rd,Negative,0
right hope it is not planted by the us like the coronovirus because us scientists were working in a wuhan lab in any case china can reexport it,Positive,2
there will be a new pandemic in march,Neutral,1
have you noticed always during trumps presidency ,Neutral,1
only jesus christ can give real peace if you have jesus christ in your life virus cannot destroy us,Positive,2
another false,Neutral,1
thats nothing we have the immigrant virus ravaging the uk at the minute,Neutral,1
knew it liverpool shouldnt win the league man,Negative,0
and also stop rahul gandhi from travelling abroadhe will get the virus to india from his chinese friends,Positive,2
who came from china get tested and be in isolated for some days if u feel unhealthy,Negative,0
xi zingping has succeeded to reduce population below india with covid he wants to reduce further,Positive,2
here we go roll out a new vac population control,Neutral,1
thank you thank you china thanks to cmmunist party of china us and the whole world dangerous disease like covid 19 and now hmpv and yes also thanks for giving us another lock down like situationand may be a real lockdown who knows ,Positive,2
close the airport,Neutral,1
a new ccplague,Neutral,1
eating dogs and cats monkeys snakes again typical peasants,Neutral,1
everything starts from china,Neutral,1
its called a jab for a reason,Neutral,1
why is the government spreading wrong news to mislead people think of something better next time,Negative,0
no one died in china its fake news,Negative,0
ndtv reporter not impressive mode of speaking is very bad,Negative,0
aaise thumbnail pharji news na phailaye,Neutral,1
i dont believe anymore in indian media,Neutral,1
kaise pata lage ki shamshan bharepade hain china ki policies to bohot strict hain,Neutral,1
biochemical war,Negative,0
citizens of india have suffered too much from the covid lockdown we wont tolerate any more lockdown lockdown is against human rights,Negative,0
new scam release  bcccccc,Negative,0
south hindi dubbed shruti hassan aur surya jabardast action movie hmtv virus se related action movie,Neutral,1
saare students alert ho jao paper cancel hone wale hain,Positive,2
vishwaguru ko flight bnd krne bolo,Neutral,1
jab tak ye countries aapas me ladke fiza me chemical uda time rahenge naye virus aayenge hi ye kyon ladti he aapas me samkjna chaiye war se hi fiza kharab ho rahe he i think,Negative,0
we got new epidemic before gta 6,Neutral,1
student are happy right now,Positive,2
narration acha nehihai ndtv,Neutral,1
the hmpv virus was first discovered in the netherlands in 2001 later human metapneumovirus appeared in the uk finland australia canada kenya norway and other places this is a common pneumonia in winter all over the world last year the hmpv virus broke out in the united states and this year there are also infected people in the united states the american media knows what hmpv is but has not reported it extensively only the indian media collectively spread negative propaganda against china to fool indians with an iq of 75 and few chinese people pay attention to hmpv at all,Negative,0
moh tow mumkin hai ,Neutral,1
indian media is just spreading agenda against china in reality nowdays china is more developed than usa,Neutral,1
im trying to figure out what you guys are trying to accomplish here by making a big deal out of a little virus that resembles the common flu this because of a failed space docking an early distraction,Negative,0
all countries should stop the flights,Negative,0
ndtv has lost the class and has recruited sadakchap as journalist,Negative,0
jhoot ha,Positive,2
im saying again dont play with nature ,Negative,0
who 2nd most useless organization in the world after the ats squad of pakistan,Negative,0
ye phir se aagayeye sale mar k hi chodengeiinhe earth se nikal dena chahiye,Neutral,1
as per your information we alrady see the body take photo for nodel officer,Neutral,1
chine apna news to bahar spread hone nai deta h kaise mlm ho jata h,Negative,0
ye news wale toh bina kisi sabut ke sb dikha dete hainplease wait until who confirmation and wear mask and eat helthy foodand hot water,Neutral,1
china jaise country iss world me rahne layak nahi hai,Neutral,1
is it real news channel or fake,Negative,0
viral the msg stop china people flight or people if want to live or save your family,Positive,2
viral stop china people flight or people if want to live or save your family,Positive,2
lockdown lagao,Neutral,1
very irritating and unprofessional way of delivering the news plz employ suitable candidates,Negative,0
fake news h,Negative,0
necessary action will take by the govt of india,Neutral,1
soon this virus is entering india bharath,Neutral,1
these all are game and trap,Negative,0
students be like hame tum par garv hai china walo ,Positive,2
ham to corona virus se nahi dare theaur vacation bhi nahi liye the100 healthy lifejo log vacation liye h vahi log bimar ho rahe hindia me darna mana hye medical mafiya ka marketing hota hjo log vacation legejyada bimar padegejitna bhagwan ne jindgi jine ka time diye hkhushi se jiyevacation lene ke baadsperm count kam hoga bimar jyada hogamaroge jaldinahi line kanahi line kanahi line ka vacation,Positive,2
ye authentic information hai ya sabko dar batate ho,Neutral,1
welcome to season 2 of 2020,Positive,2
modia campaign has started this type of epidemic saves modi govt and helps ambani adani in launching their new projects in this way all scams are also kept hidden from masses bad days for india again china is hiding thus virus and indian media decoded everything laughable and ludicrous really,Negative,0
per lockdown nahi hoghe is waqkt logh ko phele se pata hay,Neutral,1
we should not import from china for the time beeing,Neutral,1
ye china k tatti khaate h fir hum aur bimari pohochate h,Neutral,1
now other countries dont take it seriously registered,Positive,2
duplicate chaina king pipals manufacturing product sintific product so jaisi karni vaisi bharni not a independent cuntry,Neutral,1
seasonal spike no official alert given from their side in northern province due to winter dont spread rumour,Neutral,1
its a biological war between united states and china,Negative,0
every thing happens in china,Neutral,1
fack news,Neutral,1
disgusting iska india se lena dena h or ye thik elections se hi pehle bimari news channels pr kyu fail jati h,Negative,0
time to short nifty futures,Positive,2
news chanel band kro kuch nhi hoga,Neutral,1
lockdown please ,Positive,2
china all virus hub,Neutral,1
old footage from 5yearsfoolish indians,Neutral,1
plandamic coming soon,Neutral,1
on line examson line viva aspirants are planning for big celebration,Neutral,1
udhr ki flight bnd kro pls hme phir se vaccine nhi lgwani,Positive,2
why china dont want people to live in peace and happy,Positive,2
balle balle lockdown lagega,Neutral,1
cobid chutiyapa start phirse ,Neutral,1
glt news h bhayi editing h santoshpagl smjhe ho kya,Neutral,1
another lab leak,Negative,0
collage school band kro,Neutral,1
keep the flight offfff now,Neutral,1
the thumb nail is misleading i am re po rt in g this,Negative,0
joy bharat joy hindi joy shree ram,Positive,2
unsubscribe this channel,Neutral,1
aisi rumors se ki wajh se hi to log mare hai corona time mein seedhe saadhe log dar jaate hai aise,Neutral,1
vaccine ready hua h ab drama chalu,Positive,2
please stop flights  to china from india registered,Neutral,1
jhoot mat bol,Neutral,1
nahi please ,Positive,2
china se korona bhi faila tha indian immunity is best,Positive,2
virus season 2 coming soon,Neutral,1
mt ana please hm berojgar over age ho jyenge,Positive,2
screen airports,Neutral,1
bhai doctor khus ho rhe honge kidney sasta ho jyega,Neutral,1
fake news sb health care business strategy,Neutral,1
don t scar d public unnecessary,Neutral,1
pher public ko bewakoof banana shuru,Neutral,1
fake news hai yeh bsdk,Negative,0
all news are fake only bjps propeganda because all news channels are godi media news channel only hatred news against only target the muslim people only mandir masjid issue created no unemployment and no increase the all of daily basis things rate very high bjp govt totally failed govt in the indian political history bjp rss is only creating hindu muslim issue people removed bjp saved india all day by day created the religious issues all day,Negative,0
beware the fog thats how they are spreading this bio attack incoming across the globe deep state trying to delay trumps inauguration,Negative,0
arey bhnchd fir se shuru,Neutral,1
welcome to covid indian parliament,Positive,2
very good humesha china hi karta start ab pahle ye hi pura finish ho,Positive,2
lockdown aya re lockdown aya re,Neutral,1
yhe purane videos hai,Neutral,1
s fake news hain,Negative,0
this is reminding me of covid era ,Neutral,1
 are vinod thali kaha he re ,Neutral,1
be vegitarian be safe if it is hard for you can eat only fish and egg avoid meat,Positive,2
new virus  yeto hona h h,Neutral,1
in logo ko samjh me nhi ata international flight band krna chahiye pr ye to bs lage ha pese kamane me,Positive,2
business start again,Neutral,1
chinna ko ban kro ban all the borders,Negative,0
new season loading ,Neutral,1
he ram ,Neutral,1
china ne covid ke time par bhi aise hi batain chhupai thi,Neutral,1
china has been proving tobe dangerous for world,Negative,0
every countries should be vigilant of this virus the countries who shares their borders with china should be sealed their borders completely as soon as possible,Positive,2
stop all communication with china,Negative,0
10th or 12th ke logo me khushi ka mahol hai ,Neutral,1
come on its not like covid dont worry guys dont get scared by this news,Positive,2
rear,Neutral,1
lockdown hi sahi tha,Neutral,1
 10 or 12 ,Neutral,1
chinese flight band kr deni chaiye,Neutral,1
hmpv mean by han main phir vhi wapos arahun,Neutral,1
ab to free fire ki rank push hoge,Positive,2
chinese are worst creatures,Negative,0
fir se lockdown,Neutral,1
stop fake news,Negative,0
miss  covid bhai ,Negative,0
thanks black white sir,Positive,2
s 2 e1 coming soon ,Neutral,1
china ki international flite band kar bao,Neutral,1
thanks for 40k subscriber ,Positive,2
10th 12th board student tum yaha ye dekhne aaye ho na ki kash lockdown lag jaye ,Negative,0
lockdown lagna chahiye all students dreams ,Positive,2
phir chutti phir dethregistered,Neutral,1
thanks sir verry much for the information,Positive,2
ab to 10th class ma pass,Neutral,1
gamers be ready ,Positive,2
insurance karane k liye contect kare life helth etc job karne k liye contect kare,Neutral,1
ban all international fight plz,Negative,0
kuch v chin se nhi rhena chahiye connected,Neutral,1
band karo airport chin k sath,Neutral,1
lock down fir se nhi chahiye,Neutral,1
china disturbs whole world every year,Negative,0
sab international airport band karo bencho chin se connected,Neutral,1
student ka liya ya too  latest news ho gii ,Neutral,1
maira lun lagye ga ab vaccine bc dr biswaroop ne bola bhi tha maat lagao aur food habits and life style sahi kro,Neutral,1
dont be panic everything is fine or ispe toh kabhi yakeen mt krna due to this guy i sold my bitcoin in 2016which would worth 90 lakh today,Positive,2
10th 12th board exam ,Neutral,1
this is fake news guys dont believe i am living here,Negative,0
itna to koi bhi desh ki media is news me interested nahi hai jitna humare desh ki hai,Positive,2
china virus hmpv china government ,Neutral,1
government ko fir se lockdown lga dena chahiye  taki neet aspirants apni preparation theek se kr ske exam delay krni chahiye ,Negative,0
dont understand whats the use of this informationif government doesnt take any preventive measureswhy we waiting until last time for virus to spread in india,Neutral,1
season 2 covid 19,Neutral,1
ye baat such ha to please  like mehmm jharkhand se ha,Positive,2
student is very happy  i am a student ,Positive,2
covid brother likekoi boltayi ree ,Neutral,1
ready to season 2 ,Positive,2
new series  season 2 episode 1,Neutral,1
10th and 12th paper cancel be like,Positive,2
wave 2,Neutral,1
china should be isolated on immediate basis all countries should ban flights from china,Negative,0
border filhgait airport band krao abhi,Neutral,1
fir se lockdown na lag jaye bhagwan please because i am a neet aspirant sab prayer kro bhagwan se please copyright,Positive,2
jhoot bolthai hain media tou bekar hai,Neutral,1
china is virus creater,Neutral,1
com back see me pass ,Neutral,1
stop ban no entry china to india stop aeroplane stop flight stop transportation,Negative,0
god bless you sir take care all the time with god,Positive,2
jesus please save us we dont want to face it again keep healthy ,Positive,2
sabhi viruses chin se hi q ate he bhai,Neutral,1
china country  virus country ,Neutral,1
yahi insan tha wo jisne bola tha 2000 ke note me cheep hai ,Neutral,1
why govt is not taking action govt immediately stop fight services and passengers must be kept on qourantain,Negative,0
china is controling the population ,Neutral,1
thank you for sharing this news,Positive,2
jaldi se work from home mil jaye bas,Neutral,1
10 th 12 th ex cancel ho jaaye ,Negative,0
exam too hona chahiye class 10 or 12 th,Neutral,1
10th wale ,Neutral,1
its gamer time ,Neutral,1
koun koun exam free meh pass hoga bolke khush hai plz like my comment ,Positive,2
treacherous china evil empire,Negative,0
the time for best come back free fire ,Positive,2
new fear unlock ,Negative,0
health security k hisab se kite festival ahmedabad me rok dena chahiye for public health precaution bcoz world se kayi log kite festival me part lete hai 26 january ko bhi log ikhata na ho uska dhayn dena chahiye wear mask  plzzz we are indians remember that stay safe ur life is very important to ur family and to the nation,Positive,2
no country has access to chinese social media except for official media where from did you get this news total fake and bakwas ,Negative,0
china is trying to make bio weapons to rual all over the world they have tried to make covid 19 sir indian and others country government should alert and take important steps against chinas activity,Neutral,1
12 th  10 th ,Neutral,1
election hain na sob mumkin hain ,Negative,0
indian governments quarantine those people who come from china restrict aeroplane activities,Negative,0
world me no 1 terrorist group koon hai public ke liye khatra hai 100 usa israel nato midiya is a no 1 terrorist groups nothing any problems for viral,Negative,0
china airlines band karvao,Neutral,1
10th and 12th students be like  ,Positive,2
please dont spread fake news,Positive,2
all people are scared and 10th and 12th students happy,Positive,2
new start bissnes for hospital,Neutral,1
plz seal the border of chine,Positive,2
covid 19 party 2 coming soon ,Positive,2
season 1 episode 2 here ready to watch ,Positive,2
covid virus aaya fir bhi india ki population increase ho gayi covid main mare kyu nahi kyu stupid bana rahe hai,Negative,0
we need to stay allert indian,Neutral,1
bhai india me aane wala hai ya nahiregisteredregisteredregistered,Neutral,1
china is hiding something big india need to take proper action before its a disaster,Negative,0
i appel to the indian government please close international flights from india going to china and no incoming flight from china to india,Neutral,1
hey god bless us with a lockdown once again please but dont let anyone die,Positive,2
chinas ultimate biological warfare against trump,Negative,0
gamers ready ,Positive,2
remove this reporter,Neutral,1
border should be sealef,Neutral,1
how could china play with innocent people of the world and surprise that china dont want to grow as a tourist country,Positive,2
there is no such news in china this is big lie mr sudhir is giving news without authentic source,Positive,2
sare airport band kr do,Neutral,1
to kya fir se india me lockdown lag jayegaregistered,Negative,0
those students who give their boards exam of class 10 and 12  like me in 202425,Positive,2
i think election is near,Neutral,1
na covid tha aur na hi ye hai bas mehez business karne ka plan hai,Neutral,1
jai shree ram  jai shree ram  jai shree ram ,Neutral,1
covid19 session 2 comming soon ,Neutral,1
drug mafai new worald order following india,Neutral,1
acha hua board hai mere bhi,Neutral,1
chaman chity media ,Neutral,1
phir se lockdownacha hai kuch din sukooon ke pal,Neutral,1
be clam aise kuch bhi nai hey me khud hun abhi china mein,Neutral,1
bharath ko hi darna hain muslim countries communist countries were safe during covid only india is sufferer,Neutral,1
corona season 2 ep 1 ,Neutral,1
mc c,Neutral,1
class 10th and 12th now ,Neutral,1
10th 12th class ,Neutral,1
10th walai ,Neutral,1
chup re ,Neutral,1
time to wear mask again and keep distance to others wash hand,Positive,2
it is normal virus already present in our country from many year no need to worry black and white please do study well before saying anything,Negative,0
china original viruses manufacturer ovm,Positive,2
jo v ho bas bachhe is virus se surakshit rahe hey mahadev,Neutral,1
stay healthy exercise daily minimum 30mints and intake humanitiy booster things like tulsi haldi adrak  kuch nhi hoga,Positive,2
fake news im in china ,Negative,0
china is a curse country of the world,Negative,0
all please take precautions prevention is better than cure,Positive,2
fake news channel,Negative,0
awareness video motivational speech,Neutral,1
share market crashed soon,Positive,2
world best news reporter ,Positive,2
covid 19 season 2 start episode 2,Neutral,1
lockdown lga do board exam cancel kro,Negative,0
yeee 10th pass ho jaegi,Neutral,1
kiti divas chalnar he,Neutral,1
china is all okwhy spreading fake news,Negative,0
i am here in china and suitation here is very critical,Negative,0
chin must be banned visit in india,Negative,0
why its always china,Neutral,1
student 10th and 12th valo me khushi ki lhr,Neutral,1
10th and 12th student ki maje maje ,Neutral,1
trump said china shd be asked to pay covid tax he was right it seems they r agn doing another virus human test,Negative,0
sab jooth hai,Neutral,1
 just stop your drama,Negative,0
chinese new year hai january end mein please flights roko or travel bhi,Positive,2
many crore people fulish only some amir people drive to this type of people,Neutral,1
ye chinese item khud hi chne wale h jaldi,Neutral,1
china khud create karta hai dosri country ko pareshan karne ke liyeregistered,Positive,2
class 10 icse boards  hmpv viruses ,Neutral,1
god is angry with ppl,Negative,0
old ff players ,Positive,2
this is pure fake news,Negative,0
health is wealth,Positive,2
safety first,Positive,2
bogus news hai,Neutral,1
copyright khaenge to yahi hoga bc ,Neutral,1
good news for students ,Positive,2
virus made by china  virus made by government ,Neutral,1
all country mill ke chain jail karo,Neutral,1
group d bharti 10th pass hona chahiye,Neutral,1
lockdown is back,Neutral,1
kash bagvan fir se lockdown lagade aur bord me pass ho jaye,Neutral,1
jai shree ramcopyrightcopyrightcopyrightcopyright,Neutral,1
boycott chinese ,Negative,0
sab froud h,Neutral,1
kya firse off ho jayega school,Neutral,1
virus aae to bharat ke bache pass ho jayenge,Neutral,1
trump is unlucky ,Neutral,1
phir to 10th and 12th class walo ke maje exam nahi dena padega ,Neutral,1
season 3 teaser released,Negative,0
election agya n,Neutral,1
stoping the international flights,Neutral,1
covid 2025 came back in india registered copyright,Neutral,1
africa give us an athithi aids ,Neutral,1
2020 started w t f  2025 started w t f ,Neutral,1
we got covid season 2 before gta 6,Neutral,1
india should stay alert,Positive,2
satark the sakahari rhe beleave in god ,Positive,2
international flights ban kr dijiye ,Negative,0
are indians still employing in china,Neutral,1
ban china from the world,Negative,0
chine mc hai,Neutral,1
lock down laga dena chahiye government ko india mein agar  flight se log aye toh bimari yaha bhi fel jaegi,Neutral,1
immediately govt should taken checking point from the airport last time the richers spread disease than badly suffers poor people,Negative,0
 old player come back,Neutral,1
lock down lagao ,Neutral,1
less than 60 yea ,Neutral,1
like 10th exam,Positive,2
coming soon hmpv class 10th paper panding,Neutral,1
india government need to take immediate action,Neutral,1
china bad country,Negative,0
china is taking biological weapons as a serious strategyregistered,Negative,0
government should take proactive step and immediately stop air travel from china they should not wait for their political agenda,Positive,2
ab time rhete chin se flight aana jana bnd karonahi to ready raho next pandemic k liye ,Positive,2
block all china airlines to india and other countries simple,Negative,0
follow,Neutral,1
work from home for 2 months in india,Neutral,1
india should seal its borders flights from china,Neutral,1
ghanta  declare lock down then i will believe  need vacation ,Neutral,1
aisa kuch b nhi sb fake news my brother is in chaina present time usne khud bola h aisa kuch nhi h waha,Negative,0
right hai 040125 k newspaper me hai,Neutral,1
welcome to india registered virus ,Positive,2
news channel should suggest to the mr modi ji,Neutral,1
o no perse injection vaccine mask social distance hand sanitize please modi ji dont allow to hmpv to inter in india i dont like lock down  ,Positive,2
china is virus off factory they feel proud off it virus is their atombomb omg,Positive,2
china is a worst country i dont know why people like china so much those who eat octopus tiger soup i dont know how people like thse country my india is best registered,Positive,2
fack he,Neutral,1
i suffered i from it for 4 weeksso much coughing and headache,Negative,0
is it a conspiracy it is difficult to understand are we heading towards another lockdown,Negative,0
the virus returns,Neutral,1
welcome back bach gaye egmas bord ,Positive,2
history mai likha hai ki china 2024se baki desh ko economically weak kar dega or ye hai inka master plan,Negative,0
corona virus brother home coming ,Neutral,1
ye china wale bc sbko le bethenge,Neutral,1
india tighten your boarder no inward or outward flights to china,Negative,0
international flight band kare modi ji,Neutral,1
wrong with chinese menusnakes cats bats  and what not,Negative,0
we can make virus by its antigen scientists should start testing samples and it should be controlled in india by cancelling flights of china and india  im going to have my board exam in next month i dont want lockdown ,Negative,0
firse death firse ejection icu main 60 age ke log jo death ke baad hi bahar aate hain virus means only death death,Negative,0
2025 class 10th board exam ,Neutral,1
kya baat hai sirchina sy koi news aati nahior aapko china sy news aiehai source thooo,Neutral,1
ban international flights,Negative,0
10th 12th wale registeredregistered,Neutral,1
bakwas news,Neutral,1
isolate chinafrom every thing,Negative,0
dare nahi lock down virus se jada khatanak tha please,Positive,2
gamers assemble ,Neutral,1
we will miss u rohit sardana  now we dont want to lose sudhir bhhaii,Positive,2
12th and 10th wale attendance laga do,Neutral,1
new year gift by china to other countries ,Positive,2
the international flight should be cancelled,Negative,0
18 mahine ka dearness allowance tayyar rakho,Positive,2
according to many china based vloggersground reality is quite different ,Neutral,1
death rate,Negative,0
no entry  india chinna walo,Negative,0
darphok america action nhi le paya china pe aab bharat lega ya nhi awaaz kab uthayega  world  biggest crime ,Negative,0
international flite bnd kr deni chahiye,Neutral,1
we want lockdown once again,Positive,2
lockdown chahiye,Neutral,1
gamers attendance here ,Neutral,1
ipl start hone wala hai,Neutral,1
band china flight stop import or export,Negative,0
gamers ready for the battle,Neutral,1
jo lockdown lagana chahta hai wo like kare jisse board cancel ho jae ,Positive,2
sir is pr awaj uthayiye nhi to hum log ki life ruk jayegi,Neutral,1
international flight bond koro jaldi,Neutral,1
chin se ane yali sab flight band honi chahiye,Neutral,1
new year with new virus,Neutral,1
again lock down maja aa gya example cancelled ,Negative,0
happy new year hmpv ,Positive,2
stop flight  right know,Negative,0
iit jam exam se pahle aa ja bhai ,Neutral,1
gaming era is coming,Neutral,1
media should stop creating hype,Neutral,1
your hair is also black and white,Neutral,1
stop chines small animal eating,Negative,0
scam season 2,Negative,0
